"","yearMonth15","station_id","depth","A-TOT","BOD5","Chl-a","CO2","Density","NH4-N","NO2-N","NO3-N","NO3-N + NO2-N","NO3/PO4","O2","O2_sat","Org-N","pH","PO4-P","SAL","SECCHI","SiO3-Si","T","TOT-N","TOT-N/TOT-P","TOT-P"
"1132",1988-05-15,"000K",0,2.73,70.56,NA,2.22,14.88,1.72,0.09,3.45,3.54,345,265.28,105.9,NA,8.5,0.01,33.87,NA,NA,16.1,NA,NA,NA
"1133",1988-05-15,"000K",5,2.67,117.01,NA,2.19,27.05,2.16,0.06,0.5,0.56,50,264.39,103.9,NA,8.45,0.01,36.24,NA,NA,14.53,NA,NA,NA
"1134",1988-05-15,"000K",10,2.67,92.89,NA,2.19,27.72,0.87,0.04,0.03,0.07,3,268.85,104.4,NA,8.44,0.01,36.89,NA,NA,13.78,NA,NA,NA
"1135",1988-05-15,"000K",16,2.66,113.88,NA,2.21,28.09,1.55,0.01,0.19,0.2,19,268.85,104.3,NA,8.42,0.01,37.32,NA,NA,13.57,NA,NA,NA
"1136",1988-05-15,"00MA",0,2.67,115.22,NA,2.13,25.01,0.91,0.05,0.3,0.35,30,268.85,114.9,NA,8.49,0.01,35.01,NA,NA,19.2,NA,NA,NA
"1137",1988-05-15,"00MA",5,2.65,55.38,NA,2.17,26.98,1.91,0.03,0.25,0.28,25,277.79,109.5,NA,8.45,0.01,36.2,NA,NA,14.72,NA,NA,NA
"1138",1988-05-15,"00MA",10,2.67,66.99,NA,2.19,27.47,1.24,0.03,0.05,0.08,5,272.43,106.3,NA,8.45,0.01,36.64,NA,NA,14.04,NA,NA,NA
"1139",1988-05-15,"00MA",16,2.67,129.96,NA,2.22,27.69,1.22,0.03,0.02,0.05,0.5,270.19,104.8,NA,8.42,0.04,36.83,NA,NA,13.66,NA,NA,NA
"1140",1988-06-15,"000F",0,2.66,63.42,NA,2.03,24.72,0.59,0.04,0.3,0.34,0.56,235.8,106,NA,8.58,0.54,35.55,NA,4.48,21.8,NA,NA,NA
"1141",1988-06-15,"000F",5,2.6,113.88,NA,1.98,23.94,0.38,0.03,0.12,0.15,3,237.59,105.2,NA,8.58,0.04,34.38,NA,4.97,21.41,NA,NA,NA
"1142",1988-06-15,"000F",10,2.62,89.77,NA,2.06,25.17,0.41,0.01,0.13,0.14,13,227.77,99.4,NA,8.55,0.01,35.59,NA,1.87,20.23,NA,NA,NA
"1143",1988-06-15,"000F",21,2.6,58.95,NA,2.16,27.44,1.11,0.04,0.01,0.05,0.33,203.2,82.6,NA,8.41,0.03,37.14,NA,3.94,15.89,NA,NA,NA
"1144",1988-06-15,"000K",0,2.72,116.56,NA,2.08,23.54,0.4,0.03,0.3,0.33,6,228.21,102.9,NA,8.59,0.05,34.22,NA,NA,22.4,NA,NA,NA
"1145",1988-06-15,"000K",5,2.64,129.51,NA,2.02,24.03,0.73,0.01,0.19,0.2,19,219.73,96.7,NA,8.65,0.01,34.38,NA,NA,21.07,NA,NA,NA
"1146",1988-06-15,"000K",10,2.67,107.63,NA,2.06,25.54,0.86,0.02,0.2,0.22,20,204.54,88.2,NA,8.56,0.01,35.79,NA,NA,19.47,NA,NA,NA
"1147",1988-06-15,"000K",16,2.53,108.97,NA,2,26.74,0.95,0.02,0.01,0.03,1,225.09,93.8,NA,8.49,0.01,36.67,NA,NA,17.35,NA,NA,NA
"1148",1988-06-15,"00MA",0,2.7,71.9,NA,2.06,22.65,0.81,0.04,0.91,0.95,22.75,229.11,103.4,NA,8.63,0.04,33.19,NA,NA,22.8,NA,NA,NA
"1149",1988-06-15,"00MA",5,2.71,54.49,NA,2.08,22.48,0.65,0.03,0.01,0.04,0.25,230.45,103,NA,8.61,0.04,32.81,NA,NA,22.38,NA,NA,NA
"1150",1988-06-15,"00MA",10,2.66,108.08,NA,2.11,26.2,0.68,0.01,0.02,0.03,2,230,97.6,NA,8.5,0.01,36.36,NA,NA,18.51,NA,NA,NA
"1151",1988-06-15,"00MA",16,2.72,66.54,NA,2.2,26.65,0.72,0.01,0.01,0.02,1,220.62,92.3,NA,8.46,0.01,36.64,NA,NA,17.59,NA,NA,NA
"1152",1988-07-15,"000F",0,2.73,29.48,NA,2.05,21.68,1.42,0.01,0.9,0.91,90,235.8,112.6,NA,8.64,0.01,32.79,NA,0.44,25.1,NA,NA,NA
"1153",1988-07-15,"000F",5,2.61,30.82,NA,1.95,22.13,0.99,0.01,0.01,0.02,1,235.8,110,NA,8.65,0.01,33.15,NA,0.64,24.49,NA,NA,NA
"1154",1988-07-15,"000F",10,2.7,20.99,NA,2.07,23.28,1.21,0.01,0.01,0.02,1,222.85,102.7,NA,8.57,0.01,34.29,NA,0.35,23.5,NA,NA,NA
"1155",1988-07-15,"000F",21,2.77,11.16,NA,2.29,27.46,1.68,0.05,0.16,0.21,16,177.3,73.7,NA,8.38,0.01,37.52,NA,0.15,17.01,NA,NA,NA
"1156",1988-07-15,"000K",0,2.62,62.52,NA,1.96,21.73,1.05,0.01,0.32,0.33,32,218.39,103.6,NA,8.64,0.01,33.15,NA,NA,25.8,NA,NA,NA
"1157",1988-07-15,"000K",5,2.61,21.44,NA,1.95,21.89,0.87,0.01,0.17,0.18,17,225.98,106.3,NA,8.64,0.01,33.15,NA,NA,25.29,NA,NA,NA
"1158",1988-07-15,"000K",10,2.67,25.9,NA,2.07,23.67,0.79,0.01,0.13,0.14,13,226.43,103,NA,8.57,0.01,34.54,NA,NA,22.82,NA,NA,NA
"1159",1988-07-15,"000K",16,2.77,18.76,NA,2.28,25.3,0.6,0.13,0.49,0.62,2.45,138.45,61.9,NA,8.35,0.2,36.17,NA,NA,21.4,NA,NA,NA
"1160",1988-07-15,"00MA",0,2.7,28.58,NA,2.02,22.29,1.14,0.01,0.34,0.35,34,236.7,111.1,NA,8.64,0.01,33.58,NA,NA,25.1,NA,NA,NA
"1161",1988-07-15,"00MA",5,2.56,14.74,NA,1.91,22.2,1.08,0.01,0.18,0.19,18,230,106.2,NA,8.65,0.01,33.17,NA,NA,24.31,NA,NA,NA
"1162",1988-07-15,"00MA",10,2.77,0.89,NA,2.09,22.99,0.72,0.01,0.16,0.17,16,215.71,98.8,NA,8.58,0.01,33.89,NA,NA,23.43,NA,NA,NA
"1163",1988-07-15,"00MA",16,2.77,3.57,NA,2.21,25.66,1.43,0.01,0.27,0.28,27,199.18,89,NA,8.47,0.01,36.58,NA,NA,22.12,NA,NA,NA
"1164",1988-08-15,"000F",0,2.92,5.81,NA,2.28,23.54,1.08,0.01,0.57,0.58,14.25,225.09,110.5,NA,8.52,0.04,35.97,NA,0.3,26.8,NA,NA,NA
"1165",1988-08-15,"000F",5,2.88,13.4,NA,2.23,25.1,1.33,0.01,0.38,0.39,3.8,223.75,106.8,NA,8.48,0.1,37.16,NA,0.49,24.69,NA,NA,NA
"1166",1988-08-15,"000F",10,2.82,NA,NA,2.26,25.68,1.4,0.01,0.2,0.21,20,217.94,101,NA,8.46,0.01,37.25,NA,1.23,22.96,NA,NA,NA
"1167",1988-08-15,"000F",21,3.14,8.04,NA,2.64,26.86,2.44,0.03,0.7,0.73,10,178.19,78.6,NA,8.37,0.07,37.7,NA,7.83,20.07,NA,NA,NA
"1168",1988-08-15,"000K",0,2.65,42.43,NA,1.98,23.47,0.63,0.01,0.08,0.09,0.27,228.66,113.3,NA,8.5,0.3,36.09,NA,NA,27.3,NA,NA,NA
"1169",1988-08-15,"000K",5,2.61,16.08,NA,2.01,24.72,0.01,0.01,0.05,0.06,0.42,212.13,101.3,NA,8.5,0.12,36.73,NA,NA,24.86,NA,NA,NA
"1170",1988-08-15,"000K",10,2.52,12.95,NA,2,25.81,0.74,0.01,0.08,0.09,8,200.08,92.1,NA,8.45,0.01,37.29,NA,NA,22.64,NA,NA,NA
"1171",1988-08-15,"000K",16,2.87,20.1,NA,2.34,26.33,3.6,0.02,0.12,0.14,0.14,176.85,80,NA,8.39,0.86,37.57,NA,NA,21.53,NA,NA,NA
"1172",1988-08-15,"00MA",0,2.82,39.3,NA,2.24,23.17,1.41,0.01,0.4,0.41,5,217.05,106.6,NA,8.44,0.08,35.55,NA,NA,27,NA,NA,NA
"1173",1988-08-15,"00MA",5,2.86,12.06,NA,2.24,24.75,1.56,0.01,0.1,0.11,10,228.66,109,NA,8.47,0.01,36.73,NA,NA,24.77,NA,NA,NA
"1174",1988-08-15,"00MA",10,2.82,10.27,NA,2.3,26.21,1.27,0.01,0.01,0.02,0.2,227.32,102.4,NA,8.41,0.05,37.38,NA,NA,21.45,NA,NA,NA
"1175",1988-08-15,"00MA",16,2.57,15.18,NA,2.11,26.44,1.54,0.01,0.08,0.09,0.57,213.47,95.1,NA,8.39,0.14,37.5,NA,NA,20.92,NA,NA,NA
"1176",1988-10-15,"000F",0,2.75,117.46,NA,2.27,26.35,2.02,0.05,0.41,0.46,41,229.55,98.7,NA,8.39,0.01,36.71,NA,0.96,19,NA,NA,2.44
"1177",1988-10-15,"000F",5,2.68,NA,NA,2.21,26.23,3.24,0.07,0.53,0.6,53,223.75,96,NA,8.4,0.01,36.53,NA,1.33,18.95,NA,NA,1.51
"1178",1988-10-15,"000F",10,2.75,NA,NA,2.27,26.46,3.5,0.08,0.71,0.79,71,213.47,91.6,NA,8.4,0.01,36.82,NA,1.43,18.88,NA,NA,2.37
"1179",1988-10-15,"000F",21,2.76,29.48,NA,2.28,26.41,2.6,0.21,0.8,1.01,26.67,205.44,87.9,NA,8.38,0.03,36.71,NA,3.64,18.77,NA,NA,2.3
"1180",1988-10-15,"000K",0,2.72,25.9,NA,2.24,26.26,4.06,0.19,1.18,1.37,11.8,219.28,93.5,NA,8.36,0.1,36.49,NA,4.73,18.7,NA,NA,3.36
"1181",1988-10-15,"000K",5,2.81,NA,NA,2.32,26.35,4.16,0.21,1.72,1.93,21.5,206.33,88,NA,8.36,0.08,36.6,NA,4.68,18.68,NA,NA,1.63
"1182",1988-10-15,"000K",10,2.81,NA,NA,2.32,26.46,2.08,0.25,1.45,1.7,18.13,208.12,88.9,NA,8.34,0.08,36.76,NA,9.01,18.72,NA,NA,2.3
"1183",1988-10-15,"000K",16,2.74,11.16,NA,2.31,26.59,3.18,0.43,1.46,1.89,9.13,171.94,73.3,NA,8.29,0.16,36.89,NA,8.96,18.6,NA,NA,1.82
"1184",1988-10-15,"00MA",0,2.69,108.97,NA,2.22,26.14,1.66,0.23,0.68,0.91,68,226.87,99,NA,8.43,0.01,36.71,NA,0.3,19.8,NA,NA,2.73
"1185",1988-10-15,"00MA",5,2.68,NA,NA,2.21,26.19,0.82,0.27,0.15,0.42,15,225.09,98,NA,8.43,0.01,36.74,NA,0.2,19.72,NA,NA,1.8
"1186",1988-10-15,"00MA",10,2.67,NA,NA,2.2,25.92,1.68,0.01,0.38,0.39,38,222.85,96.8,NA,8.42,0.01,36.38,NA,6.3,19.68,NA,NA,1.72
"1187",1988-10-15,"00MA",16,2.77,35.28,NA,2.35,26.3,3.78,0.33,0.98,1.31,9.8,131.3,57.1,NA,8.28,0.1,36.85,NA,10.19,19.6,NA,NA,3.16
"1188",1988-11-15,"000F",0,2.76,42.43,NA,2.33,26.98,1.47,0.11,1.15,1.26,23,233.13,93.9,NA,8.37,0.05,36.49,NA,1.28,15.7,NA,NA,4.41
"1189",1988-11-15,"000F",5,2.76,NA,NA,2.33,26.9,1.06,0.12,1.26,1.38,31.5,230,92.5,NA,8.37,0.04,36.38,NA,1.63,15.69,NA,NA,2.98
"1190",1988-11-15,"000F",15,2.77,NA,NA,2.39,27.42,1.72,0.38,1.88,2.26,37.6,192.93,77.6,NA,8.29,0.05,36.96,NA,5.17,15.38,NA,NA,4.32
"1191",1988-11-15,"000F",21,2.79,14.74,NA,2.41,27.63,1.53,0.23,1.1,1.33,10,213.92,85.7,NA,8.29,0.11,37.19,NA,4.14,15.25,NA,NA,4.32
"1192",1988-11-15,"000K",0,2.75,71.46,NA,2.34,27.27,0.84,0.01,0.37,0.38,4.63,251.44,98.8,NA,8.36,0.08,36.49,NA,1.63,14.4,NA,NA,3.74
"1193",1988-11-15,"000K",5,2.76,NA,NA,2.34,27.41,0.99,0.02,0.51,0.53,12.75,238.93,95.4,NA,8.36,0.04,36.89,NA,1.82,15.19,NA,NA,4.32
"1194",1988-11-15,"000K",10,2.73,NA,NA,2.32,27.64,0.92,0.04,0.49,0.53,12.25,236.7,94.1,NA,8.34,0.04,37.1,NA,2.56,14.91,NA,NA,3.94
"1195",1988-11-15,"000K",16,2.73,28.58,NA,2.38,27.59,1.9,0.17,1.12,1.29,5.89,210.8,83.5,NA,8.3,0.19,37,NA,4.38,14.74,NA,NA,3.94
"1196",1988-11-15,"00MA",0,2.77,29.48,NA,2.32,27.28,0.97,0.05,0.72,0.77,14.4,241.61,96.1,NA,8.39,0.05,36.67,NA,0.35,15,NA,NA,4.99
"1197",1988-11-15,"00MA",5,2.62,NA,NA,2.19,27.54,1.14,0.09,0.73,0.82,73,236.25,94.1,NA,8.41,0.01,37,NA,1.63,14.98,NA,NA,5.18
"1198",1988-11-15,"00MA",10,2.76,NA,NA,2.32,27.26,0.78,0.14,0.01,0.15,1,239.38,94.4,NA,8.4,0.01,36.53,NA,2.17,24.61,NA,NA,4.89
"1199",1988-11-15,"00MA",16,2.69,27.69,NA,2.27,27.35,1.19,0.09,1.01,1.1,9.18,223.75,89,NA,8.37,0.11,36.78,NA,2.76,15.04,NA,NA,4.51
"1200",1989-02-15,"000F",0,2.82,32.6,NA,2.47,30,1.85,0.04,0.83,0.87,27.67,269.75,96.95,NA,8.3,0.03,38.78,11,3.2,9.6,NA,NA,0.74
"1201",1989-02-15,"000F",5,2.88,NA,NA,2.52,29.5,1.58,0.02,0.29,0.31,29,264.83,94.58,NA,8.28,0.01,38.08,NA,3.3,9.32,NA,NA,0.48
"1202",1989-02-15,"000F",10,2.88,NA,NA,2.52,29.44,1.33,0.02,0.38,0.4,38,269.75,95.87,NA,8.31,0.01,37.99,NA,3.2,9.3,NA,NA,0.63
"1203",1989-02-15,"000F",21,3.01,37.07,NA,2.64,29.53,1.15,0.03,0.43,0.46,10.75,271.09,96.36,NA,8.31,0.04,38.12,NA,3.15,9.32,NA,NA,1.33
"1204",1989-02-15,"000K",0,2.99,79.94,NA,2.65,29.36,1.27,0.01,0.26,0.27,26,284.04,99.84,NA,8.3,0.01,37.79,7,1.38,8.8,NA,NA,0.8
"1205",1989-02-15,"000K",5,2.91,NA,NA,2.58,29.38,2.02,0.01,0.48,0.49,48,288.06,100,NA,8.32,0.01,37.72,NA,1.13,8.31,NA,NA,0.39
"1206",1989-02-15,"000K",10,3.11,NA,NA,2.76,29.52,1.18,0.01,0.32,0.33,6.4,269.75,93.79,NA,8.3,0.05,37.9,NA,1.38,8.32,NA,NA,0.74
"1207",1989-02-15,"000K",16,2.91,59.4,NA,2.58,29.4,1.72,0.01,0.58,0.59,14.5,266.62,94.16,NA,8.29,0.04,37.86,NA,3.2,8.89,NA,NA,0.67
"1208",1989-02-15,"00MA",0,2.89,45.11,NA,2.56,29.01,1.35,0.01,0.54,0.55,54,275.55,96.11,NA,8.32,0.01,37.29,8,2.71,8.5,NA,NA,1.22
"1209",1989-02-15,"00MA",5,2.87,NA,NA,2.54,29.51,1.97,0.01,0.49,0.5,49,283.14,98.75,NA,8.32,0.01,37.9,NA,2.81,8.41,NA,NA,1.25
"1210",1989-02-15,"00MA",10,2.84,NA,NA,2.51,29.5,1.54,0.01,0.6,0.61,20,279.57,97.05,NA,8.31,0.03,37.86,NA,2.81,8.26,NA,NA,0.96
"1211",1989-02-15,"00MA",16,3.31,44.21,NA,2.94,29.45,1.92,0.01,0.4,0.41,40,278.68,96.74,NA,8.3,0.01,37.81,NA,2.66,8.31,NA,NA,1.05
"1212",1989-03-15,"000F",0,2.68,NA,NA,2.27,28.25,1.68,0.02,0.65,0.67,13,271.98,97.8,NA,8.4,0.05,37.86,8,5.02,9.8,NA,NA,1.19
"1213",1989-03-15,"000F",5,2.62,NA,NA,2.22,29.04,1.49,0.02,0.52,0.54,13,270.19,96.05,NA,8.38,0.04,37.56,NA,2.17,9.6,NA,NA,1.55
"1214",1989-03-15,"000F",10,2.75,NA,NA,2.33,29.24,1.82,0.01,0.39,0.4,9.75,271.98,97.4,NA,8.36,0.04,37.81,NA,2.12,9.61,NA,NA,1.21
"1215",1989-03-15,"000F",21,2.64,NA,NA,2.23,29.2,1.39,0.01,0.4,0.41,8,267.96,95.7,NA,8.36,0.05,37.75,NA,2.22,9.51,NA,NA,1.36
"1216",1989-03-15,"000K",0,2.79,84.85,NA,2.37,28.78,1.47,0.05,0.75,0.8,5.36,288.06,104.2,NA,8.44,0.14,37.38,6,1.13,10.3,NA,NA,1.9
"1217",1989-03-15,"000K",5,2.69,NA,NA,2.28,29.39,1.73,0.02,0.38,0.4,4.22,295.65,104.9,NA,8.44,0.09,37.9,NA,0.01,9.11,NA,NA,2.49
"1218",1989-03-15,"000K",10,2.68,NA,NA,2.29,29.72,1.48,0.03,0.12,0.15,1,281.36,99.1,NA,8.43,0.12,38.26,NA,0.01,8.89,NA,NA,1.82
"1219",1989-03-15,"000K",16,2.77,NA,NA,2.38,29.24,1.44,0.02,0.42,0.44,3.82,265.28,92.9,NA,8.39,0.11,37.88,NA,0.01,8.9,NA,NA,2.38
"1220",1989-03-15,"00MA",0,2.79,NA,NA,2.37,29,1.98,0.08,2.29,2.37,20.82,275.11,98.6,NA,8.39,0.11,37.57,7,2.76,9.9,NA,NA,1.57
"1221",1989-03-15,"00MA",5,2.71,NA,NA,2.58,29.41,1.67,0.02,0.66,0.68,9.43,269.3,96.8,NA,8.38,0.07,38.08,NA,2.07,9.86,NA,NA,0.98
"1222",1989-03-15,"00MA",10,2.8,NA,NA,2.38,29.18,1.75,0.02,0.35,0.37,7,270.19,96.6,NA,8.38,0.05,37.72,NA,1.92,9.53,NA,NA,1.9
"1223",1989-03-15,"00MA",16,2.7,NA,NA,2.29,29.04,1.59,0.03,1.27,1.3,15.88,266.17,95.2,NA,8.38,0.08,37.56,NA,2.26,9.6,NA,NA,1.42
"1224",1989-04-15,"000F",0,2.72,64.76,NA,2.3,28.15,0.54,0.01,0.6,0.61,15,231.34,89.8,NA,8.43,0.04,37.39,12,1.43,13.5,NA,NA,0.92
"1225",1989-04-15,"000F",5,2.69,NA,NA,2.25,28.27,0.3,0.01,0.01,0.02,0.33,261.26,100.7,NA,8.4,0.03,37.59,NA,1.03,13.25,NA,NA,1.21
"1226",1989-04-15,"000F",10,2.69,NA,NA,2.28,28.67,0.23,0.01,0.33,0.34,11,260.81,98.5,NA,8.4,0.03,37.68,NA,1.23,12.1,NA,NA,0.67
"1227",1989-04-15,"000F",21,2.67,50.02,NA,2.26,29.08,1.18,0.02,0.53,0.55,53,245.18,89.7,NA,8.32,0.01,37.86,NA,3.5,10.67,NA,NA,0.73
"1228",1989-04-15,"000K",0,2.61,88.43,NA,2.18,28.12,0.01,0.04,0.87,0.91,29,280.46,107.7,NA,8.44,0.03,36.65,7,1.03,13.3,NA,NA,0.6
"1229",1989-04-15,"000K",5,2.56,NA,NA,2.16,28.27,4.6,0.02,0.43,0.45,10.75,264.39,100.3,NA,8.42,0.04,37.29,NA,1.48,12.59,NA,NA,1.29
"1230",1989-04-15,"000K",10,2.63,NA,NA,2.22,28.34,0.37,0.01,0.4,0.41,13.33,263.49,99.8,NA,8.4,0.03,37.32,NA,1.48,12.38,NA,NA,0.56
"1231",1989-04-15,"000K",16,2.67,73.69,NA,2.26,28.58,1.2,0.02,0.67,0.69,13.4,232.23,86.5,NA,8.32,0.05,37.45,NA,3.35,11.64,NA,NA,0.92
"1232",1989-04-15,"00MA",0,2.72,112.99,NA,2.28,28.06,2.84,0.01,0.91,0.92,30.33,250.54,97.4,NA,8.4,0.03,37.29,8,1.77,13.6,NA,NA,0.56
"1233",1989-04-15,"00MA",5,2.63,NA,NA,2.2,28.16,1.36,0.01,0.35,0.36,11.67,254.12,97.9,NA,8.4,0.03,37.5,NA,1.43,13.19,NA,NA,0.77
"1234",1989-04-15,"00MA",10,2.72,NA,NA,2.3,28.46,0.3,0.01,0.52,0.53,17.33,258.13,98.6,NA,8.38,0.03,37.59,NA,1.67,12.79,NA,NA,0.84
"1235",1989-04-15,"00MA",16,2.72,92.89,NA,2.3,28.62,0.46,0.02,0.26,0.28,0.48,253.67,96.1,NA,8.42,0.54,37.72,NA,2.17,12.5,NA,NA,0.82
"1236",1989-05-15,"000F",0,2.88,115.22,NA,2.5,26.08,1.56,0.03,0.79,0.82,7.9,234.47,101.35,NA,8.45,0.1,36.49,10,0.26,19.4,NA,NA,0.61
"1237",1989-05-15,"000F",21,2.79,44.21,NA,2.45,28.37,0.67,0.01,0.42,0.43,3.5,231.79,91.85,NA,8.36,0.12,37.9,NA,2.79,14.34,NA,NA,0.38
"1238",1989-05-15,"000K",0,3.07,76.82,NA,2.67,25.79,8.14,0.13,0.54,0.67,1.5,226.43,99.8,NA,8.43,0.36,36.33,6.5,0.93,20.5,NA,NA,1.46
"1239",1989-05-15,"000K",5,2.7,NA,NA,2.35,26.63,0.7,0.04,0.17,0.21,1.89,217.05,93.1,NA,8.46,0.09,37.07,NA,0.41,18.98,NA,NA,0.47
"1240",1989-05-15,"000K",10,2.77,NA,NA,2.44,27.9,1.09,0.03,0.11,0.14,3.67,239.38,98.71,NA,8.4,0.03,37.9,NA,0.88,16.45,NA,NA,0.55
"1241",1989-05-15,"000K",16,2.88,50.02,NA,2.53,28.19,1.45,0.18,0.01,0.19,0.01,217.49,87.59,NA,8.35,0.78,37.9,NA,4.03,15.14,NA,NA,1.72
"1242",1989-05-15,"00CZ",0,2.77,NA,NA,2.44,26,1.08,0.02,0.59,0.61,5.9,223.3,96.34,NA,8.44,0.1,36.35,6.5,2.59,19.3,NA,NA,0.66
"1243",1989-05-15,"00CZ",10,2.72,NA,NA,2.39,27.8,1.43,0.03,0.4,0.43,4,211.69,83.3,NA,8.36,0.1,37.19,NA,4.55,10.45,NA,NA,0.42
"1244",1989-05-15,"00CZ",24,2.72,NA,NA,2.39,28.37,1.67,0.05,0.86,0.91,6.14,186.68,73.46,NA,8.31,0.14,37.65,NA,6.57,13.84,NA,NA,0.52
"1245",1989-05-15,"00MA",0,2.85,119.69,NA,2.48,26.23,0.81,0.09,0.49,0.58,8.17,238.48,103.09,NA,8.46,0.06,36.71,8,0.1,19.5,NA,NA,0.45
"1246",1989-05-15,"00MA",5,2.85,NA,NA,2.48,26.56,1.88,0.04,0.41,0.45,5.13,236.7,102.32,NA,8.45,0.08,37.03,NA,0.26,19.11,NA,NA,0.42
"1247",1989-05-15,"00MA",16,2.82,55.83,NA,2.48,28.12,1.17,0.04,0.01,0.05,1,231.79,93.68,NA,8.39,0.01,37.9,NA,2.02,15.46,NA,NA,0.5
"1248",1989-06-15,"000F",0,2.72,62.97,NA,2.28,25.31,0.9,0.05,0.64,0.69,7.11,253.22,112.9,NA,8.51,0.09,36.15,7,1.29,21.3,NA,NA,0.52
"1249",1989-06-15,"000F",5,2.67,NA,NA,2.24,26.67,0.86,0.01,0.18,0.19,2.57,260.81,114.3,NA,8.48,0.07,37.38,NA,1.34,19.73,NA,NA,1.56
"1250",1989-06-15,"000F",10,2.72,NA,NA,2.28,27.45,0.91,0.01,0.26,0.27,26,250.99,106.2,NA,8.44,0.01,37.79,NA,1.03,17.92,NA,NA,1.57
"1251",1989-06-15,"000F",21,2.79,39.3,NA,2.45,27.99,1.98,0.01,0.42,0.43,42,258.13,107.1,NA,8.37,0.01,37.88,NA,3.1,15.95,NA,NA,1.65
"1252",1989-06-15,"000K",0,2.61,113.44,NA,2.22,24.45,1.48,0.05,1.41,1.46,10.07,253.67,113.6,NA,8.51,0.14,35.23,5.5,2.84,21.9,NA,NA,1.02
"1253",1989-06-15,"000K",5,2.74,NA,NA,2.33,26.63,1.33,0.03,0.12,0.15,12,259.47,110.9,NA,8.46,0.01,36.94,NA,1.09,18.55,NA,NA,1.96
"1254",1989-06-15,"000K",10,2.67,NA,NA,2.32,27.2,0.66,0.01,0.18,0.19,18,261.26,109.8,NA,8.44,0.01,37.83,NA,2.84,17.49,NA,NA,0.82
"1255",1989-06-15,"000K",16,2.76,44.66,NA,2.43,27.87,0.7,0.03,0.1,0.13,1.43,238.04,98.5,NA,8.38,0.07,37.94,NA,4.55,16.66,NA,NA,0.82
"1256",1989-06-15,"00CZ",0,2.69,NA,NA,2.29,24.76,1,0.01,0.19,0.2,4.75,267.96,119.5,NA,8.56,0.04,35.46,5.5,1.09,21.4,NA,NA,0.5
"1257",1989-06-15,"00CZ",5,2.79,NA,NA,2.37,25.12,0.16,0.01,0.08,0.09,2,258.58,114.9,NA,8.54,0.04,35.79,NA,0.88,21,NA,NA,1.17
"1258",1989-06-15,"00CZ",10,2.85,NA,NA,2.39,26.12,1.42,0.01,0.41,0.42,41,263.49,113.9,NA,8.5,0.01,36.53,NA,1.45,19.38,NA,NA,1.47
"1259",1989-06-15,"00CZ",24,2.72,NA,NA,2.45,28.03,1.87,0.07,0.55,0.62,18.33,202.76,80.8,NA,8.31,0.03,37.59,NA,9.26,14.77,NA,NA,1.35
"1260",1989-07-15,"000F",0,2.435,58.95,NA,2.01,24.77,0.605,0.055,0.575,0.63,13.265,224.865,105.05,NA,8.43,0.05,36.52,10,1.08,23.75,NA,NA,1.465
"1261",1989-07-15,"000F",5,2.605,NA,NA,2.145,25.435,0.48,0.03,0.36,0.39,10.335,219.28,101.05,NA,8.43,0.04,36.89,NA,2.295,22.82,NA,NA,1.49
"1262",1989-07-15,"000F",10,2.64,NA,NA,2.205,26.34,0.37,0.025,0.385,0.41,3.38,228.66,102.38,NA,8.38,0.15,37.495,NA,2.42,21.12,NA,NA,1.91
"1263",1989-07-15,"000F",21,2.55,16.08,NA,2.25,27.545,1.21,0.09,0.495,0.585,1.12,178.42,75.4,NA,8.225,0.395,37.81,NA,8.94,17.56,NA,NA,2.45
"1264",1989-07-15,"000K",0,2.76,NA,NA,2.44,26.3,0.31,0.01,0.99,1,4.3,210.8,94,NA,8.12,0.23,37.44,5,2.67,20.9,NA,NA,5.84
"1265",1989-07-15,"000K",5,2.85,NA,NA,2.46,26.55,0.15,0.01,0.4,0.41,3.08,222.41,98.6,NA,8.18,0.13,37.45,NA,2.1,20.39,NA,NA,4.79
"1266",1989-07-15,"000K",10,2.82,NA,NA,2.46,27.06,0.01,0.01,0.62,0.63,6.89,204.99,88.8,NA,8.15,0.09,37.74,NA,4.54,19.29,NA,NA,5.55
"1267",1989-07-15,"000K",16,2.8,NA,NA,2.45,27.03,0.24,0.01,0.53,0.54,4.82,202.76,88.4,NA,8.15,0.11,37.65,NA,5.01,19.18,NA,NA,3.5
"1268",1989-07-15,"00CZ",0,2.625,NA,NA,2.17,24.47,0.625,0.155,0.405,0.56,1.44,226.875,106.25,NA,8.475,0.285,36.095,6.75,2.325,24,NA,NA,1.495
"1269",1989-07-15,"00CZ",5,2.445,NA,NA,2,25.425,1.045,0.12,0.25,0.37,2.145,231.785,105.75,NA,8.43,0.345,36.66,NA,3.075,22.19,NA,NA,1.65
"1270",1989-07-15,"00CZ",10,2.62,NA,NA,2.215,26.755,0.825,0.07,0.43,0.5,2.605,218.165,95.25,NA,8.355,0.16,37.405,NA,3.61,19.425,NA,NA,1.805
"1271",1989-07-15,"00CZ",24,2.47,NA,NA,2.23,27.93,4.535,0.18,1.545,1.725,3.84,104.95,42.85,NA,8.11,0.495,37.81,NA,16.885,15.99,NA,NA,2.02
"1272",1989-08-15,"000F",0,2.73,44.66,NA,2.35,24.72,0.32,0.06,0.01,0.07,0.04,209.46,99.1,NA,8.18,0.26,36.53,12,3.01,24.37,NA,NA,1.9
